Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
41071 Paradas;4107103 Paradas distrito 03;;Renta neta media por hogar;2023;28.654
41071 Paradas;4107103 Paradas distrito 03;4107103001 Paradas sección 03001;Renta neta media por hogar;2023;27.767
41071 Paradas;4107103 Paradas distrito 03;4107103002 Paradas sección 03002;Renta neta media por hogar;2023;30.005
41072 Pedrera;;;Renta neta media por hogar;2023;28.670
41072 Pedrera;4107201 Pedrera distrito 01;;Renta neta media por hogar;2023;28.670
41072 Pedrera;4107201 Pedrera distrito 01;4107201001 Pedrera sección 01001;Renta neta media por hogar;2023;27.957
41072 Pedrera;4107201 Pedrera distrito 01;4107201002 Pedrera sección 01002;Renta neta media por hogar;2023;29.482
41072 Pedrera;4107201 Pedrera distrito 01;4107201003 Pedrera sección 01003;Renta neta media por hogar;2023;28.104
41073 Pedroso, El;;;Renta neta media por hogar;2023;25.383
41073 Pedroso, El;4107301 Pedroso, El distrito 01;;Renta neta media por hogar;2023;25.383
41073 Pedroso, El;4107301 Pedroso, El distrito 01;4107301001 Pedroso, El sección 01001;Renta neta media por hogar;2023;25.312
41073 Pedroso, El;4107301 Pedroso, El distrito 01;4107301002 Pedroso, El sección 01002;Renta neta media por hogar;2023;25.472
41074 Peñaflor;;;Renta neta media por hogar;2023;26.335
41074 Peñaflor;4107401 Peñaflor distrito 01;;Renta neta media por hogar;2023;26.335
41074 Peñaflor;4107401 Peñaflor distrito 01;4107401001 Peñaflor sección 01001;Renta neta media por hogar;2023;27.015
41074 Peñaflor;4107401 Peñaflor distrito 01;4107401002 Peñaflor sección 01002;Renta neta media por hogar;2023;25.515
41075 Pilas;;;Renta neta media por hogar;2023;26.771
41075 Pilas;4107501 Pilas distrito 01;;Renta neta media por hogar;2023;26.771
41075 Pilas;4107501 Pilas distrito 01;4107501001 Pilas sección 01001;Renta neta media por hogar;2023;27.318
41075 Pilas;4107501 Pilas distrito 01;4107501002 Pilas sección 01002;Renta neta media por hogar;2023;29.658
41075 Pilas;4107501 Pilas distrito 01;4107501003 Pilas sección 01003;Renta neta media por hogar;2023;25.777
41075 Pilas;4107501 Pilas distrito 01;4107501004 Pilas sección 01004;Renta neta media por hogar;2023;26.737
41075 Pilas;4107501 Pilas distrito 01;4107501005 Pilas sección 01005;Renta neta media por hogar;2023;25.256
41075 Pilas;4107501 Pilas distrito 01;4107501006 Pilas sección 01006;Renta neta media por hogar;2023;25.064
41075 Pilas;4107501 Pilas distrito 01;4107501007 Pilas sección 01007;Renta neta media por hogar;2023;28.794
41075 Pilas;4107501 Pilas distrito 01;4107501008 Pilas sección 01008;Renta neta media por hogar;2023;24.565
41075 Pilas;4107501 Pilas distrito 01;4107501009 Pilas sección 01009;Renta neta media por hogar;2023;26.120
41076 Pruna;;;Renta neta media por hogar;2023;21.000
41076 Pruna;4107601 Pruna distrito 01;;Renta neta media por hogar;2023;21.000
41076 Pruna;4107601 Pruna distrito 01;4107601001 Pruna sección 01001;Renta neta media por hogar;2023;23.444
41076 Pruna;4107601 Pruna distrito 01;4107601002 Pruna sección 01002;Renta neta media por hogar;2023;18.600
41077 Puebla de Cazalla, La;;;Renta neta media por hogar;2023;28.114
41077 Puebla de Cazalla, La;4107701 Puebla de Cazalla, La distrito 01;;Renta neta media por hogar;2023;28.502
41077 Puebla de Cazalla, La;4107701 Puebla de Cazalla, La distrito 01;4107701001 Puebla de Cazalla, La sección 01001;Renta neta media por hogar;2023;29.301
41077 Puebla de Cazalla, La;4107701 Puebla de Cazalla, La distrito 01;4107701002 Puebla de Cazalla, La sección 01002;Renta neta media por hogar;2023;26.798
41077 Puebla de Cazalla, La;4107702 Puebla de Cazalla, La distrito 02;;Renta neta media por hogar;2023;28.597
41077 Puebla de Cazalla, La;4107702 Puebla de Cazalla, La distrito 02;4107702001 Puebla de Cazalla, La sección 02001;Renta neta media por hogar;2023;27.490
41077 Puebla de Cazalla, La;4107702 Puebla de Cazalla, La distrito 02;4107702002 Puebla de Cazalla, La sección 02002;Renta neta media por hogar;2023;30.472
41077 Puebla de Cazalla, La;4107702 Puebla de Cazalla, La distrito 02;4107702003 Puebla de Cazalla, La sección 02003;Renta neta media por hogar;2023;26.671
41077 Puebla de Cazalla, La;4107702 Puebla de Cazalla, La distrito 02;4107702004 Puebla de Cazalla, La sección 02004;Renta neta media por hogar;2023;27.720
41077 Puebla de Cazalla, La;4107703 Puebla de Cazalla, La distrito 03;;Renta neta media por hogar;2023;26.792
41077 Puebla de Cazalla, La;4107703 Puebla de Cazalla, La distrito 03;4107703001 Puebla de Cazalla, La sección 03001;Renta neta media por hogar;2023;27.378
41077 Puebla de Cazalla, La;4107703 Puebla de Cazalla, La distrito 03;4107703002 Puebla de Cazalla, La sección 03002;Renta neta media por hogar;2023;26.168
41078 Puebla de los Infantes, La;;;Renta neta media por hogar;2023;24.408
41078 Puebla de los Infantes, La;4107801 Puebla de los Infantes, La distrito 01;;Renta neta media por hogar;2023;21.309
41078 Puebla de los Infantes, La;4107801 Puebla de los Infantes, La distrito 01;4107801001 Puebla de los Infantes, La sección 01001;Renta neta media por hogar;2023;21.309
41078 Puebla de los Infantes, La;4107802 Puebla de los Infantes, La distrito 02;;Renta neta media por hogar;2023;25.483
41078 Puebla de los Infantes, La;4107802 Puebla de los Infantes, La distrito 02;4107802001 Puebla de los Infantes, La sección 02001;Renta neta media por hogar;2023;26.691
41078 Puebla de los Infantes, La;4107802 Puebla de los Infantes, La distrito 02;4107802002 Puebla de los Infantes, La sección 02002;Renta neta media por hogar;2023;24.854
41079 Puebla del Río, La;;;Renta neta media por hogar;2023;28.512
41079 Puebla del Río, La;4107901 Puebla del Río, La distrito 01;;Renta neta media por hogar;2023;28.512
41079 Puebla del Río, La;4107901 Puebla del Río, La distrito 01;4107901001 Puebla del Río, La sección 01001;Renta neta media por hogar;2023;32.521
41079 Puebla del Río, La;4107901 Puebla del Río, La distrito 01;4107901002 Puebla del Río, La sección 01002;Renta neta media por hogar;2023;31.188
41079 Puebla del Río, La;4107901 Puebla del Río, La distrito 01;4107901003 Puebla del Río, La sección 01003;Renta neta media por hogar;2023;27.431
41079 Puebla del Río, La;4107901 Puebla del Río, La distrito 01;4107901004 Puebla del Río, La sección 01004;Renta neta media por hogar;2023;27.685
41079 Puebla del Río, La;4107901 Puebla del Río, La distrito 01;4107901005 Puebla del Río, La sección 01005;Renta neta media por hogar;2023;22.421
41079 Puebla del Río, La;4107901 Puebla del Río, La distrito 01;4107901006 Puebla del Río, La sección 01006;Renta neta media por hogar;2023;27.752
41079 Puebla del Río, La;4107901 Puebla del Río, La distrito 01;4107901007 Puebla del Río, La sección 01007;Renta neta media por hogar;2023;30.846
41080 Real de la Jara, El;;;Renta neta media por hogar;2023;25.845
41080 Real de la Jara, El;4108001 Real de la Jara, El distrito 01;;Renta neta media por hogar;2023;25.845
41080 Real de la Jara, El;4108001 Real de la Jara, El distrito 01;4108001001 Real de la Jara, El sección 01001;Renta neta media por hogar;2023;25.845
41080 Real de la Jara, El;4108002 Real de la Jara, El distrito 02;;Renta neta media por hogar;2023;""
41080 Real de la Jara, El;4108002 Real de la Jara, El distrito 02;4108002001 Real de la Jara, El sección 02001;Renta neta media por hogar;2023;""
41081 Rinconada, La;;;Renta neta media por hogar;2023;32.823
41081 Rinconada, La;4108101 Rinconada, La distrito 01;;Renta neta media por hogar;2023;33.174
41081 Rinconada, La;4108101 Rinconada, La distrito 01;4108101001 Rinconada, La sección 01001;Renta neta media por hogar;2023;32.728
41081 Rinconada, La;4108101 Rinconada, La distrito 01;4108101002 Rinconada, La sección 01002;Renta neta media por hogar;2023;31.855
41081 Rinconada, La;4108101 Rinconada, La distrito 01;4108101003 Rinconada, La sección 01003;Renta neta media por hogar;2023;25.937
41081 Rinconada, La;4108101 Rinconada, La distrito 01;4108101004 Rinconada, La sección 01004;Renta neta media por hogar;2023;35.664
41081 Rinconada, La;4108101 Rinconada, La distrito 01;4108101005 Rinconada, La sección 01005;Renta neta media por hogar;2023;34.939
41081 Rinconada, La;4108101 Rinconada, La distrito 01;4108101006 Rinconada, La sección 01006;Renta neta media por hogar;2023;32.066
41081 Rinconada, La;4108101 Rinconada, La distrito 01;4108101007 Rinconada, La sección 01007;Renta neta media por hogar;2023;40.727
41081 Rinconada, La;4108102 Rinconada, La distrito 02;;Renta neta media por hogar;2023;32.701
41081 Rinconada, La;4108102 Rinconada, La distrito 02;4108102001 Rinconada, La sección 02001;Renta neta media por hogar;2023;25.526
41081 Rinconada, La;4108102 Rinconada, La distrito 02;4108102002 Rinconada, La sección 02002;Renta neta media por hogar;2023;33.238
41081 Rinconada, La;4108102 Rinconada, La distrito 02;4108102003 Rinconada, La sección 02003;Renta neta media por hogar;2023;28.728
41081 Rinconada, La;4108102 Rinconada, La distrito 02;4108102004 Rinconada, La sección 02004;Renta neta media por hogar;2023;25.362
41081 Rinconada, La;4108102 Rinconada, La distrito 02;4108102005 Rinconada, La sección 02005;Renta neta media por hogar;2023;34.196
41081 Rinconada, La;4108102 Rinconada, La distrito 02;4108102006 Rinconada, La sección 02006;Renta neta media por hogar;2023;32.897
41081 Rinconada, La;4108102 Rinconada, La distrito 02;4108102007 Rinconada, La sección 02007;Renta neta media por hogar;2023;23.355
41081 Rinconada, La;4108102 Rinconada, La distrito 02;4108102008 Rinconada, La sección 02008;Renta neta media por hogar;2023;25.204
41081 Rinconada, La;4108102 Rinconada, La distrito 02;4108102009 Rinconada, La sección 02009;Renta neta media por hogar;2023;34.135
41081 Rinconada, La;4108102 Rinconada, La distrito 02;4108102010 Rinconada, La sección 02010;Renta neta media por hogar;2023;32.998
41081 Rinconada, La;4108102 Rinconada, La distrito 02;4108102011 Rinconada, La sección 02011;Renta neta media por hogar;2023;32.752
41081 Rinconada, La;4108102 Rinconada, La distrito 02;4108102012 Rinconada, La sección 02012;Renta neta media por hogar;2023;34.618
41081 Rinconada, La;4108102 Rinconada, La distrito 02;4108102013 Rinconada, La sección 02013;Renta neta media por hogar;2023;38.779
41081 Rinconada, La;4108102 Rinconada, La distrito 02;4108102014 Rinconada, La sección 02014;Renta neta media por hogar;2023;38.323
41081 Rinconada, La;4108102 Rinconada, La distrito 02;4108102015 Rinconada, La sección 02015;Renta neta media por hogar;2023;36.978
41081 Rinconada, La;4108102 Rinconada, La distrito 02;4108102016 Rinconada, La sección 02016;Renta neta media por hogar;2023;31.270
41081 Rinconada, La;4108102 Rinconada, La distrito 02;4108102017 Rinconada, La sección 02017;Renta neta media por hogar;2023;34.103
41081 Rinconada, La;4108102 Rinconada, La distrito 02;4108102018 Rinconada, La sección 02018;Renta neta media por hogar;2023;34.076
41082 Roda de Andalucía, La;;;Renta neta media por hogar;2023;27.904
41082 Roda de Andalucía, La;4108201 Roda de Andalucía, La distrito 01;;Renta neta media por hogar;2023;27.904
41082 Roda de Andalucía, La;4108201 Roda de Andalucía, La distrito 01;4108201001 Roda de Andalucía, La sección 01001;Renta neta media por hogar;2023;27.611
41082 Roda de Andalucía, La;4108201 Roda de Andalucía, La distrito 01;4108201002 Roda de Andalucía, La sección 01002;Renta neta media por hogar;2023;27.260
41082 Roda de Andalucía, La;4108201 Roda de Andalucía, La distrito 01;4108201003 Roda de Andalucía, La sección 01003;Renta neta media por hogar;2023;29.230
41083 Ronquillo, El;;;Renta neta media por hogar;2023;25.941
41083 Ronquillo, El;4108301 Ronquillo, El distrito 01;;Renta neta media por hogar;2023;25.941
41083 Ronquillo, El;4108301 Ronquillo, El distrito 01;4108301001 Ronquillo, El sección 01001;Renta neta media por hogar;2023;25.941
41084 Rubio, El;;;Renta neta media por hogar;2023;25.842
41084 Rubio, El;4108401 Rubio, El distrito 01;;Renta neta media por hogar;2023;26.083
41084 Rubio, El;4108401 Rubio, El distrito 01;4108401001 Rubio, El sección 01001;Renta neta media por hogar;2023;26.083
41084 Rubio, El;4108402 Rubio, El distrito 02;;Renta neta media por hogar;2023;25.437
41084 Rubio, El;4108402 Rubio, El distrito 02;4108402001 Rubio, El sección 02001;Renta neta media por hogar;2023;25.437
41085 Salteras;;;Renta neta media por hogar;2023;38.257
41085 Salteras;4108501 Salteras distrito 01;;Renta neta media por hogar;2023;38.257
41085 Salteras;4108501 Salteras distrito 01;4108501001 Salteras sección 01001;Renta neta media por hogar;2023;32.861
41085 Salteras;4108501 Salteras distrito 01;4108501002 Salteras sección 01002;Renta neta media por hogar;2023;36.654
41085 Salteras;4108501 Salteras distrito 01;4108501003 Salteras sección 01003;Renta neta media por hogar;2023;49.666
41086 San Juan de Aznalfarache;;;Renta neta media por hogar;2023;28.974
41086 San Juan de Aznalfarache;4108601 San Juan de Aznalfarache distrito 01;;Renta neta media por hogar;2023;25.847
41086 San Juan de Aznalfarache;4108601 San Juan de Aznalfarache distrito 01;4108601001 San Juan de Aznalfarache sección 01001;Renta neta media por hogar;2023;26.576
41086 San Juan de Aznalfarache;4108601 San Juan de Aznalfarache distrito 01;4108601002 San Juan de Aznalfarache sección 01002;Renta neta media por hogar;2023;27.701
41086 San Juan de Aznalfarache;4108601 San Juan de Aznalfarache distrito 01;4108601003 San Juan de Aznalfarache sección 01003;Renta neta media por hogar;2023;23.173
41086 San Juan de Aznalfarache;4108602 San Juan de Aznalfarache distrito 02;;Renta neta media por hogar;2023;38.071
41086 San Juan de Aznalfarache;4108602 San Juan de Aznalfarache distrito 02;4108602001 San Juan de Aznalfarache sección 02001;Renta neta media por hogar;2023;27.232
41086 San Juan de Aznalfarache;4108602 San Juan de Aznalfarache distrito 02;4108602002 San Juan de Aznalfarache sección 02002;Renta neta media por hogar;2023;43.804
41086 San Juan de Aznalfarache;4108603 San Juan de Aznalfarache distrito 03;;Renta neta media por hogar;2023;30.284
41086 San Juan de Aznalfarache;4108603 San Juan de Aznalfarache distrito 03;4108603001 San Juan de Aznalfarache sección 03001;Renta neta media por hogar;2023;25.998
41086 San Juan de Aznalfarache;4108603 San Juan de Aznalfarache distrito 03;4108603002 San Juan de Aznalfarache sección 03002;Renta neta media por hogar;2023;32.072
41086 San Juan de Aznalfarache;4108603 San Juan de Aznalfarache distrito 03;4108603003 San Juan de Aznalfarache sección 03003;Renta neta media por hogar;2023;18.488
41086 San Juan de Aznalfarache;4108603 San Juan de Aznalfarache distrito 03;4108603004 San Juan de Aznalfarache sección 03004;Renta neta media por hogar;2023;22.703
41086 San Juan de Aznalfarache;4108603 San Juan de Aznalfarache distrito 03;4108603005 San Juan de Aznalfarache sección 03005;Renta neta media por hogar;2023;34.554
41086 San Juan de Aznalfarache;4108603 San Juan de Aznalfarache distrito 03;4108603006 San Juan de Aznalfarache sección 03006;Renta neta media por hogar;2023;44.405
41086 San Juan de Aznalfarache;4108604 San Juan de Aznalfarache distrito 04;;Renta neta media por hogar;2023;23.522
41086 San Juan de Aznalfarache;4108604 San Juan de Aznalfarache distrito 04;4108604001 San Juan de Aznalfarache sección 04001;Renta neta media por hogar;2023;25.755
41086 San Juan de Aznalfarache;4108604 San Juan de Aznalfarache distrito 04;4108604002 San Juan de Aznalfarache sección 04002;Renta neta media por hogar;2023;24.553
41086 San Juan de Aznalfarache;4108604 San Juan de Aznalfarache distrito 04;4108604003 San Juan de Aznalfarache sección 04003;Renta neta media por hogar;2023;22.121
41086 San Juan de Aznalfarache;4108604 San Juan de Aznalfarache distrito 04;4108604004 San Juan de Aznalfarache sección 04004;Renta neta media por hogar;2023;21.043
41086 San Juan de Aznalfarache;4108604 San Juan de Aznalfarache distrito 04;4108604005 San Juan de Aznalfarache sección 04005;Renta neta media por hogar;2023;24.031
41087 Sanlúcar la Mayor;;;Renta neta media por hogar;2023;31.138
41087 Sanlúcar la Mayor;4108701 Sanlúcar la Mayor distrito 01;;Renta neta media por hogar;2023;31.052
41087 Sanlúcar la Mayor;4108701 Sanlúcar la Mayor distrito 01;4108701001 Sanlúcar la Mayor sección 01001;Renta neta media por hogar;2023;29.087
41087 Sanlúcar la Mayor;4108701 Sanlúcar la Mayor distrito 01;4108701002 Sanlúcar la Mayor sección 01002;Renta neta media por hogar;2023;26.950
41087 Sanlúcar la Mayor;4108701 Sanlúcar la Mayor distrito 01;4108701003 Sanlúcar la Mayor sección 01003;Renta neta media por hogar;2023;32.376
41087 Sanlúcar la Mayor;4108701 Sanlúcar la Mayor distrito 01;4108701004 Sanlúcar la Mayor sección 01004;Renta neta media por hogar;2023;24.671
41087 Sanlúcar la Mayor;4108701 Sanlúcar la Mayor distrito 01;4108701005 Sanlúcar la Mayor sección 01005;Renta neta media por hogar;2023;40.082
41087 Sanlúcar la Mayor;4108702 Sanlúcar la Mayor distrito 02;;Renta neta media por hogar;2023;31.235
41087 Sanlúcar la Mayor;4108702 Sanlúcar la Mayor distrito 02;4108702001 Sanlúcar la Mayor sección 02001;Renta neta media por hogar;2023;30.813
41087 Sanlúcar la Mayor;4108702 Sanlúcar la Mayor distrito 02;4108702002 Sanlúcar la Mayor sección 02002;Renta neta media por hogar;2023;27.944
41087 Sanlúcar la Mayor;4108702 Sanlúcar la Mayor distrito 02;4108702003 Sanlúcar la Mayor sección 02003;Renta neta media por hogar;2023;32.944
41087 Sanlúcar la Mayor;4108702 Sanlúcar la Mayor distrito 02;4108702004 Sanlúcar la Mayor sección 02004;Renta neta media por hogar;2023;33.787
41088 San Nicolás del Puerto;;;Renta neta media por hogar;2023;22.198
41088 San Nicolás del Puerto;4108801 San Nicolás del Puerto distrito 01;;Renta neta media por hogar;2023;22.198
41088 San Nicolás del Puerto;4108801 San Nicolás del Puerto distrito 01;4108801001 San Nicolás del Puerto sección 01001;Renta neta media por hogar;2023;22.198
41089 Santiponce;;;Renta neta media por hogar;2023;32.026
41089 Santiponce;4108901 Santiponce distrito 01;;Renta neta media por hogar;2023;30.602
41089 Santiponce;4108901 Santiponce distrito 01;4108901001 Santiponce sección 01001;Renta neta media por hogar;2023;30.602
41089 Santiponce;4108902 Santiponce distrito 02;;Renta neta media por hogar;2023;32.365
41089 Santiponce;4108902 Santiponce distrito 02;4108902001 Santiponce sección 02001;Renta neta media por hogar;2023;35.138
41089 Santiponce;4108902 Santiponce distrito 02;4108902002 Santiponce sección 02002;Renta neta media por hogar;2023;26.282
41089 Santiponce;4108902 Santiponce distrito 02;4108902003 Santiponce sección 02003;Renta neta media por hogar;2023;33.279
41089 Santiponce;4108902 Santiponce distrito 02;4108902004 Santiponce sección 02004;Renta neta media por hogar;2023;32.287
41090 Saucejo, El;;;Renta neta media por hogar;2023;24.720
41090 Saucejo, El;4109001 Saucejo, El distrito 01;;Renta neta media por hogar;2023;24.720
41090 Saucejo, El;4109001 Saucejo, El distrito 01;4109001001 Saucejo, El sección 01001;Renta neta media por hogar;2023;28.298
41090 Saucejo, El;4109001 Saucejo, El distrito 01;4109001002 Saucejo, El sección 01002;Renta neta media por hogar;2023;26.179
41090 Saucejo, El;4109001 Saucejo, El distrito 01;4109001003 Saucejo, El sección 01003;Renta neta media por hogar;2023;21.892
41090 Saucejo, El;4109001 Saucejo, El distrito 01;4109001004 Saucejo, El sección 01004;Renta neta media por hogar;2023;23.061
41091 Sevilla;;;Renta neta media por hogar;2023;37.940
41091 Sevilla;4109101 Sevilla distrito 01;;Renta neta media por hogar;2023;46.300
41091 Sevilla;4109101 Sevilla distrito 01;4109101001 Sevilla sección 01001;Renta neta media por hogar;2023;42.893
41091 Sevilla;4109101 Sevilla distrito 01;4109101002 Sevilla sección 01002;Renta neta media por hogar;2023;45.155
41091 Sevilla;4109101 Sevilla distrito 01;4109101003 Sevilla sección 01003;Renta neta media por hogar;2023;41.317
41091 Sevilla;4109101 Sevilla distrito 01;4109101004 Sevilla sección 01004;Renta neta media por hogar;2023;45.585
41091 Sevilla;4109101 Sevilla distrito 01;4109101005 Sevilla sección 01005;Renta neta media por hogar;2023;42.404
41091 Sevilla;4109101 Sevilla distrito 01;4109101006 Sevilla sección 01006;Renta neta media por hogar;2023;45.142
41091 Sevilla;4109101 Sevilla distrito 01;4109101007 Sevilla sección 01007;Renta neta media por hogar;2023;53.338
41091 Sevilla;4109101 Sevilla distrito 01;4109101008 Sevilla sección 01008;Renta neta media por hogar;2023;44.815
41091 Sevilla;4109101 Sevilla distrito 01;4109101009 Sevilla sección 01009;Renta neta media por hogar;2023;46.773
41091 Sevilla;4109101 Sevilla distrito 01;4109101010 Sevilla sección 01010;Renta neta media por hogar;2023;44.599
41091 Sevilla;4109101 Sevilla distrito 01;4109101011 Sevilla sección 01011;Renta neta media por hogar;2023;47.485
41091 Sevilla;4109101 Sevilla distrito 01;4109101012 Sevilla sección 01012;Renta neta media por hogar;2023;49.089
41091 Sevilla;4109101 Sevilla distrito 01;4109101013 Sevilla sección 01013;Renta neta media por hogar;2023;51.647
41091 Sevilla;4109101 Sevilla distrito 01;4109101014 Sevilla sección 01014;Renta neta media por hogar;2023;42.883
41091 Sevilla;4109101 Sevilla distrito 01;4109101015 Sevilla sección 01015;Renta neta media por hogar;2023;""
41091 Sevilla;4109101 Sevilla distrito 01;4109101016 Sevilla sección 01016;Renta neta media por hogar;2023;45.707
41091 Sevilla;4109101 Sevilla distrito 01;4109101017 Sevilla sección 01017;Renta neta media por hogar;2023;40.332
41091 Sevilla;4109101 Sevilla distrito 01;4109101018 Sevilla sección 01018;Renta neta media por hogar;2023;36.490
41091 Sevilla;4109101 Sevilla distrito 01;4109101019 Sevilla sección 01019;Renta neta media por hogar;2023;35.503
41091 Sevilla;4109101 Sevilla distrito 01;4109101020 Sevilla sección 01020;Renta neta media por hogar;2023;36.576
41091 Sevilla;4109101 Sevilla distrito 01;4109101021 Sevilla sección 01021;Renta neta media por hogar;2023;47.913
41091 Sevilla;4109101 Sevilla distrito 01;4109101022 Sevilla sección 01022;Renta neta media por hogar;2023;38.200
41091 Sevilla;4109101 Sevilla distrito 01;4109101023 Sevilla sección 01023;Renta neta media por hogar;2023;38.323
41091 Sevilla;4109101 Sevilla distrito 01;4109101024 Sevilla sección 01024;Renta neta media por hogar;2023;37.853
41091 Sevilla;4109101 Sevilla distrito 01;4109101025 Sevilla sección 01025;Renta neta media por hogar;2023;38.441
41091 Sevilla;4109101 Sevilla distrito 01;4109101026 Sevilla sección 01026;Renta neta media por hogar;2023;47.520
41091 Sevilla;4109101 Sevilla distrito 01;4109101027 Sevilla sección 01027;Renta neta media por hogar;2023;60.764
41091 Sevilla;4109101 Sevilla distrito 01;4109101028 Sevilla sección 01028;Renta neta media por hogar;2023;39.622
41091 Sevilla;4109101 Sevilla distrito 01;4109101029 Sevilla sección 01029;Renta neta media por hogar;2023;39.704
41091 Sevilla;4109101 Sevilla distrito 01;4109101030 Sevilla sección 01030;Renta neta media por hogar;2023;47.335
41091 Sevilla;4109101 Sevilla distrito 01;4109101032 Sevilla sección 01032;Renta neta media por hogar;2023;41.174
41091 Sevilla;4109101 Sevilla distrito 01;4109101033 Sevilla sección 01033;Renta neta media por hogar;2023;39.843
41091 Sevilla;4109101 Sevilla distrito 01;4109101034 Sevilla sección 01034;Renta neta media por hogar;2023;57.972
41091 Sevilla;4109101 Sevilla distrito 01;4109101035 Sevilla sección 01035;Renta neta media por hogar;2023;52.765
41091 Sevilla;4109101 Sevilla distrito 01;4109101036 Sevilla sección 01036;Renta neta media por hogar;2023;""
41091 Sevilla;4109101 Sevilla distrito 01;4109101037 Sevilla sección 01037;Renta neta media por hogar;2023;71.967
41091 Sevilla;4109101 Sevilla distrito 01;4109101038 Sevilla sección 01038;Renta neta media por hogar;2023;56.243
41091 Sevilla;4109101 Sevilla distrito 01;4109101039 Sevilla sección 01039;Renta neta media por hogar;2023;55.337
41091 Sevilla;4109101 Sevilla distrito 01;4109101040 Sevilla sección 01040;Renta neta media por hogar;2023;52.613
41091 Sevilla;4109101 Sevilla distrito 01;4109101041 Sevilla sección 01041;Renta neta media por hogar;2023;66.341
41091 Sevilla;4109101 Sevilla distrito 01;4109101042 Sevilla sección 01042;Renta neta media por hogar;2023;47.844
41091 Sevilla;4109101 Sevilla distrito 01;4109101043 Sevilla sección 01043;Renta neta media por hogar;2023;59.984
41091 Sevilla;4109101 Sevilla distrito 01;4109101044 Sevilla sección 01044;Renta neta media por hogar;2023;""
41091 Sevilla;4109101 Sevilla distrito 01;4109101045 Sevilla sección 01045;Renta neta media por hogar;2023;44.961
41091 Sevilla;4109101 Sevilla distrito 01;4109101046 Sevilla sección 01046;Renta neta media por hogar;2023;48.087
41091 Sevilla;4109101 Sevilla distrito 01;4109101047 Sevilla sección 01047;Renta neta media por hogar;2023;49.054
41091 Sevilla;4109101 Sevilla distrito 01;4109101048 Sevilla sección 01048;Renta neta media por hogar;2023;42.015
41091 Sevilla;4109101 Sevilla distrito 01;4109101049 Sevilla sección 01049;Renta neta media por hogar;2023;44.188
41091 Sevilla;4109101 Sevilla distrito 01;4109101050 Sevilla sección 01050;Renta neta media por hogar;2023;41.114
41091 Sevilla;4109101 Sevilla distrito 01;4109101051 Sevilla sección 01051;Renta neta media por hogar;2023;48.826
41091 Sevilla;4109102 Sevilla distrito 02;;Renta neta media por hogar;2023;30.260
41091 Sevilla;4109102 Sevilla distrito 02;4109102001 Sevilla sección 02001;Renta neta media por hogar;2023;39.638
41091 Sevilla;4109102 Sevilla distrito 02;4109102002 Sevilla sección 02002;Renta neta media por hogar;2023;25.236
41091 Sevilla;4109102 Sevilla distrito 02;4109102003 Sevilla sección 02003;Renta neta media por hogar;2023;41.877
41091 Sevilla;4109102 Sevilla distrito 02;4109102004 Sevilla sección 02004;Renta neta media por hogar;2023;43.194
41091 Sevilla;4109102 Sevilla distrito 02;4109102005 Sevilla sección 02005;Renta neta media por hogar;2023;48.494
41091 Sevilla;4109102 Sevilla distrito 02;4109102006 Sevilla sección 02006;Renta neta media por hogar;2023;34.364
41091 Sevilla;4109102 Sevilla distrito 02;4109102007 Sevilla sección 02007;Renta neta media por hogar;2023;35.892
41091 Sevilla;4109102 Sevilla distrito 02;4109102008 Sevilla sección 02008;Renta neta media por hogar;2023;30.130
41091 Sevilla;4109102 Sevilla distrito 02;4109102009 Sevilla sección 02009;Renta neta media por hogar;2023;22.306
41091 Sevilla;4109102 Sevilla distrito 02;4109102010 Sevilla sección 02010;Renta neta media por hogar;2023;20.867
41091 Sevilla;4109102 Sevilla distrito 02;4109102011 Sevilla sección 02011;Renta neta media por hogar;2023;22.095
41091 Sevilla;4109102 Sevilla distrito 02;4109102012 Sevilla sección 02012;Renta neta media por hogar;2023;21.664
41091 Sevilla;4109102 Sevilla distrito 02;4109102013 Sevilla sección 02013;Renta neta media por hogar;2023;23.043
41091 Sevilla;4109102 Sevilla distrito 02;4109102014 Sevilla sección 02014;Renta neta media por hogar;2023;27.937
41091 Sevilla;4109102 Sevilla distrito 02;4109102015 Sevilla sección 02015;Renta neta media por hogar;2023;23.762
41091 Sevilla;4109102 Sevilla distrito 02;4109102016 Sevilla sección 02016;Renta neta media por hogar;2023;25.401
41091 Sevilla;4109102 Sevilla distrito 02;4109102017 Sevilla sección 02017;Renta neta media por hogar;2023;33.142
41091 Sevilla;4109102 Sevilla distrito 02;4109102018 Sevilla sección 02018;Renta neta media por hogar;2023;29.978
41091 Sevilla;4109102 Sevilla distrito 02;4109102019 Sevilla sección 02019;Renta neta media por hogar;2023;36.599
41091 Sevilla;4109102 Sevilla distrito 02;4109102020 Sevilla sección 02020;Renta neta media por hogar;2023;43.677
41091 Sevilla;4109102 Sevilla distrito 02;4109102021 Sevilla sección 02021;Renta neta media por hogar;2023;26.440
41091 Sevilla;4109102 Sevilla distrito 02;4109102022 Sevilla sección 02022;Renta neta media por hogar;2023;25.827
41091 Sevilla;4109102 Sevilla distrito 02;4109102023 Sevilla sección 02023;Renta neta media por hogar;2023;21.347
